%time,field.position.x,field.position.y,field.position.z,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w
1440653620764311824,0.590536158427,-0.00159676442743,-0.102157294655,0.70400094154,-0.0641609159556,0.704488332523,0.0629463304179
1440653620814635094,0.590538415863,-0.00159452757589,-0.102167222155,0.704007455785,-0.0641640701964,0.704480285166,0.0629603216941
1440653620876993477,0.590541431388,-0.00159860819608,-0.102165385538,0.703998416079,-0.0641652657838,0.704487817121,0.0629759029573
1440653620917304344,0.590537425297,-0.00159885336267,-0.102168167431,0.704007092854,-0.06415966115,0.704480685223,0.0629643966106
1440653621044777310,0.590547219876,-0.0015900487314,-0.102155564615,0.703991500214,-0.0641664855968,0.704495478177,0.0629662685922
1440653621076860889,0.590536804159,-0.00157598180096,-0.102146333806,0.703983125251,-0.0641240824112,0.704510702341,0.0629327554079
1440653621137252879,0.590542153313,-0.00158451742375,-0.102155138152,0.703998518192,-0.0641510401565,0.704493022182,0.0629310108565
1440653621177924085,0.590520112323,-0.00157281718847,-0.102165691522,0.703991351823,-0.064105811532,0.704504790576,0.0629255237745
1440653621310823245,0.590533896368,-0.00159028548908,-0.102163515045,0.704001870087,-0.0641441406864,0.704489683461,0.0629379220069
1440653621371211260,0.590540601754,-0.00158966951094,-0.102155572426,0.703993434184,-0.0641453193503,0.704497362767,0.0629451228028
1440653621423470800,0.590524411077,-0.00156457358827,-0.102162898418,0.703999860036,-0.0641131075253,0.704496274914,0.0629182417525
1440653621547227620,0.590530967082,-0.00156451759387,-0.102163122792,0.704000626135,-0.0641047102321,0.704497023056,0.0629098484582
1440653621599732945,0.59053564085,-0.00158952005924,-0.102162182445,0.703998306435,-0.0641384604265,0.704494005031,0.0629351992609
1440653621639989796,0.590526198959,-0.00157470803125,-0.102164072494,0.704001030683,-0.0640918988811,0.704498169576,0.0629055352048
1440653621691039576,0.590539710909,-0.00157956193501,-0.102164155594,0.704007039794,-0.0641414982592,0.70448602117,0.0629237800599
1440653621807772891,0.590534889343,-0.00158961224613,-0.102161565909,0.704004904295,-0.0641371275483,0.704486662309,0.0629449460061
1440653621858377417,0.590525380338,-0.00155907658247,-0.102172434803,0.704007989678,-0.0640949802958,0.704490429093,0.0629112016017
1440653621898623106,0.590538110866,-0.00158238934787,-0.102155248865,0.703992315117,-0.0641158545962,0.704500029866,0.062957806223
1440653621942872057,0.590530332945,-0.00155996879274,-0.102139543626,0.70397894302,-0.0640703379428,0.704523279597,0.0628934661637
1440653622004012141,0.590542473378,-0.00159147672163,-0.102159328408,0.703991158046,-0.064136845886,0.704498150356,0.0629703941421
1440653622074884635,0.590533714359,-0.00158474854952,-0.102150049358,0.703990660857,-0.0641226758659,0.704503203117,0.0629338435443
1440653622137561270,0.590547726553,-0.00159733596728,-0.102156561564,0.703991750898,-0.0641536593386,0.704496779966,0.0629619700981
1440653622200309228,0.590531678841,-0.00157557034155,-0.102158280972,0.703994234868,-0.0641115260572,0.704500399353,0.0629366094647
1440653622342788028,0.590527441014,-0.00157044325963,-0.102166841652,0.704000461856,-0.0641130438373,0.704496423543,0.0629099080467
1440653622391491215,0.590546472357,-0.00158372527893,-0.102151094276,0.703987948581,-0.0641439729009,0.704501316626,0.0629635915932
1440653622431841570,0.590533072762,-0.00156077272831,-0.102161844393,0.704007172374,-0.0641018319367,0.704493514089,0.0628788119689
1440653622482239660,0.590541493035,-0.00159657450376,-0.102152933195,0.703996623293,-0.0641468003335,0.704493422415,0.0629520466199
1440653622522489522,0.590539961018,-0.00158237181468,-0.102159430033,0.70400256426,-0.0641273209108,0.704491268229,0.0629295575721
1440653622572803157,0.590532634117,-0.0015860119033,-0.102146841202,0.703988619471,-0.0641170306733,0.704507503141,0.0629142913044
1440653622653286496,0.590533234,-0.00158715861157,-0.102157304989,0.703980913297,-0.0641409063795,0.70450913367,0.0629579098857
1440653622714104961,0.590544416421,-0.00158331498693,-0.102156502809,0.70399227487,-0.0641496929505,0.704496983312,0.0629578773543
1440653622777106010,0.590531759424,-0.00157470210157,-0.102160221515,0.704012377564,-0.0641259560139,0.704483742209,0.0629054128406
1440653622850547807,0.590530139888,-0.0015732261625,-0.102166333306,0.704002669644,-0.064110349929,0.704492721074,0.0629294058431
1440653622931201118,0.590473740918,-0.00154290435987,-0.102175583677,0.70405024385,-0.0641367833624,0.704444343696,0.0629117937226
1440653623001659021,0.590383018505,-0.00152094351979,-0.102164619662,0.704072459321,-0.0641793244543,0.704417562049,0.0629196679468
1440653623041915307,0.590375731467,-0.00153194360255,-0.102161353186,0.704061022759,-0.0642142836261,0.704422150841,0.0629605862035
1440653623102898387,0.590276499257,-0.00151481245467,-0.102125139756,0.703986661049,-0.0642046124468,0.704491931543,0.0630211646802
1440653623163297949,0.590282971916,-0.00154120668796,-0.102116611491,0.70396807369,-0.0642534834523,0.70450288383,0.0630565441838
1440653623234724264,0.590274936978,-0.00154586839284,-0.102130542569,0.703969658849,-0.0642548543726,0.704499041691,0.0630803722668
1440653623305229069,0.590269056006,-0.00154271045158,-0.102101640529,0.703932682062,-0.0642526938297,0.704537503512,0.0630656531374
1440653623369181869,0.590271517556,-0.00155959016491,-0.10210311301,0.703935558125,-0.0642667952533,0.704532350748,0.0630767451956
1440653623439851900,0.590272342283,-0.00156103026061,-0.102103707755,0.703921925419,-0.0642792292229,0.704542915911,0.0630982031731
1440653623502482683,0.590255765831,-0.0015478859425,-0.102100841678,0.703927475306,-0.0642454308172,0.704545755501,0.0630389763053
1440653623564319878,0.590264328757,-0.00156152572742,-0.102100461642,0.70393075754,-0.0642821193944,0.704534867227,0.0630865958536
1440653623617674781,0.590254386714,-0.00154458583211,-0.10209208708,0.70392064506,-0.0642382362013,0.70455409589,0.0630293616734
1440653623698230121,0.590260598582,-0.00156196218534,-0.102104039676,0.70392757999,-0.0642722370433,0.704539562868,0.0630796800001
1440653623770225815,0.590252026356,-0.00154494004297,-0.102077085621,0.70392912684,-0.0642904972938,0.704545530167,0.0629770773043
1440653623830643024,0.590255644682,-0.00155693520567,-0.102079326575,0.703920080318,-0.0643001272502,0.704552300793,0.062992615507
1440653623880952787,0.590258718443,-0.00155738166865,-0.102077737629,0.703932759847,-0.0643046000175,0.704540372484,0.0629797711321
1440653623952147815,0.590256147593,-0.00155293560072,-0.102069219141,0.703909609032,-0.0642872210298,0.704565040605,0.0629803070886
1440653624023386226,0.590260444354,-0.00155803923579,-0.102089532557,0.703930467609,-0.0643129644874,0.704539644237,0.0630049924111
1440653624077661144,0.590252168883,-0.00154281488368,-0.102084134074,0.703930006519,-0.064265124901,0.704547729245,0.0629685386488
1440653624137885707,0.590271403411,-0.00156601146081,-0.102082846036,0.703921256194,-0.0643143113382,0.704547314703,0.0630207567301
1440653624209311906,0.590221088285,-0.00155937504638,-0.10202763971,0.703837126086,-0.064282965691,0.704630680859,0.0630603191955
1440653624271562966,0.590318183141,-0.00159716252787,-0.102032524939,0.703789504403,-0.0642735417615,0.704677520198,0.0630780298464
1440653624335208906,0.59102138372,-0.00173680704555,-0.10206281132,0.703683498699,-0.0642600954755,0.704778908655,0.0631416162511
1440653624405662945,0.592259655624,-0.00184292903861,-0.102264061446,0.703774056303,-0.0641629650996,0.704711371421,0.0629847169836
1440653624476115680,0.595525248001,-0.00232501757988,-0.102795666445,0.704074880239,-0.0642053128809,0.704421450203,0.06282245863
1440653624537858477,0.59976424326,-0.00293083289136,-0.103250735575,0.703796531772,-0.064123347836,0.704696307906,0.0629424479375
1440653624580053048,0.602992730114,-0.00341057619018,-0.103721493544,0.703957877747,-0.0642779622766,0.7045184709,0.0629712163117
1440653624671387295,0.607834207156,-0.00401640690612,-0.104270060401,0.703998993404,-0.0642614136051,0.704483710538,0.0629173234866
1440653624741853701,0.612413865512,-0.00461382651321,-0.104663250273,0.704057191403,-0.0642810769468,0.704425828486,0.0628940898739
1440653624802234292,0.616432665338,-0.00506108530715,-0.104850017024,0.7038519796,-0.0641859354687,0.704633637575,0.0629602517347
1440653624852526552,0.619209543268,-0.00544672274384,-0.105115715782,0.704093887676,-0.0642361956253,0.704397953384,0.0628413222225
1440653624942659365,0.624379947441,-0.00594651388877,-0.105335191538,0.70386542054,-0.06413304419,0.704630648864,0.0628973059271
1440653625034196912,0.629723770431,-0.00642143265691,-0.105609391643,0.704058377319,-0.0641293256908,0.704450908483,0.0627546687538
1440653625134888668,0.635064593324,-0.00705171823534,-0.105705427432,0.703997124574,-0.0642372018121,0.704490482588,0.0628871245716
1440653625236193044,0.640220805209,-0.00753637123743,-0.10574246391,0.703864791435,-0.0642091810122,0.704620076847,0.06294508525
1440653625332984823,0.645545496958,-0.00784298848912,-0.105871111193,0.704099202346,-0.0641994602648,0.704401218733,0.0627826855519
