%time,field.position.x,field.position.y,field.position.z,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w
1440653620764311824,0.596124361183,0.0176998827499,-0.104659554728,0.697601166893,-0.095653113808,0.706791397007,0.0681836848829
1440653620814635094,0.605207492104,0.0448165585966,-0.109691599432,0.684191095067,-0.141280509725,0.711736917235,0.0731636771148
1440653620876993477,0.621711459631,0.0827107664467,-0.132279593614,0.678724900108,-0.109904848281,0.706898694613,0.165974907299
1440653620917304344,0.630408028621,0.103318918092,-0.160971244747,0.664941269667,-0.0718459805857,0.705797819828,0.233539505211
1440653621044777310,0.635981002829,0.109951418282,-0.198553413011,0.644377159354,-0.0224448709666,0.7036143932,0.298665515169
1440653621076860889,0.648387552436,0.124537893764,-0.223046544655,0.628975536715,-0.0120549477188,0.695721751126,0.346721354202
1440653621137252879,0.655995287299,0.129703964155,-0.247253973381,0.611791479254,-0.00587879565384,0.69716296035,0.373684937333
1440653621177924085,0.678050350607,0.152205508838,-0.26565733043,0.599276185388,-0.0233196637077,0.684287117723,0.414819704728
1440653621310823245,0.685070063395,0.158523736747,-0.272414343767,0.597511240624,-0.0143755998427,0.668658601712,0.442345265391
1440653621371211260,0.666020423978,0.117486860333,-0.313544504213,0.563808753903,0.134657957177,0.614416290591,0.535237840074
1440653621423470800,0.660173158108,0.101466987323,-0.324784359051,0.543526428511,0.202921985225,0.565912629704,0.585785442773
1440653621547227620,0.656976818164,0.0904204137093,-0.333729125704,0.5307102511,0.223433687329,0.55589367271,0.599504996964
1440653621599732945,0.640971057487,0.0584352928341,-0.339095313795,0.499372936615,0.303661835726,0.505695858363,0.634576913017
1440653621639989796,0.636008840364,0.0385933146809,-0.349944395174,0.46068737035,0.353123118582,0.45554448721,0.674944760773
1440653621691039576,0.644910010417,0.016486889629,-0.385372269566,0.3979053551,0.377178395937,0.399267352076,0.734842410036
1440653621807772891,0.649760088295,0.00555432607811,-0.40284371359,0.366884110298,0.382913418939,0.373356568585,0.761168992998
1440653621858377417,0.650164007082,-0.00160774345803,-0.407630924771,0.348659106104,0.392647925162,0.345594626641,0.777707392683
1440653621898623106,0.650696519759,-0.0384894937438,-0.426569970533,0.301036060539,0.400798539857,0.350268254766,0.791233195971
1440653621942872057,0.657266816183,-0.0688250310525,-0.446164820946,0.264872825809,0.393078293636,0.37105578418,0.798529552519
1440653622004012141,0.661646659319,-0.076703220198,-0.455057025439,0.247181396284,0.389147381519,0.346434260185,0.816975505237
1440653622074884635,0.669989432869,-0.106741987304,-0.468512448598,0.200869126344,0.390532107886,0.332137755051,0.834757916082
1440653622137561270,0.655888499303,-0.15085146489,-0.458085635401,0.143587757765,0.431648992276,0.288237778859,0.842603516564
1440653622200309228,0.648878769044,-0.166800339511,-0.450432768211,0.0995488617989,0.45151175931,0.20251392873,0.863258515156
1440653622342788028,0.644426712782,-0.16997347136,-0.445124612687,0.0948852083504,0.458628752435,0.19600792728,0.861531982644
